sofascore_slug,transfermarkt_url,player_name,season,league,position_label,heatmap_filename,General_MP,General_MIN,General_GLS,General_AST,General_ASR,Shooting_MP,Shooting_GLS,Shooting_TOS,Shooting_SOT,Shooting_BCM,Team play_MP,Team play_AST,Team play_KEYP,Team play_BCC,Team play_SDR,Passing_MP,Passing_APS,Passing_APS%,Passing_ALB,Passing_LBA%,Passing_ACR,Passing_CA%,Defending_MP,Defending_CLS,Defending_YC,Defending_RC,Defending_ELTG,Defending_DRP,Defending_TACK,Defending_INT,Defending_BLS,Defending_ADW,Additional_MP,Additional_GLS,Additional_xG,Additional_AST,Additional_xA,Additional_GI,Additional_xGI
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,24/25,Bundesliga,Centre-Back,danilho-doekhi_830803_24-25_Bundesliga.png,34,3060,1,0,6.86,34,1,32,4,2,34,0,13,4,3,34,988,79.1,58,30.2,3,30.0,34,8,4,0,0,10,37,44,16,95,34,1,2.37,0,0.79,1,3.15
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,23/24,Bundesliga,Centre-Back,danilho-doekhi_830803_23-24_Bundesliga.png,24,2160,2,0,7.05,24,2,16,2,1,24,0,4,0,2,24,736,80.8,69,44.5,1,25.0,24,4,2,0,0,6,34,38,25,55,24,2,1.15,0,1.03,2,2.18
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,22/23,Bundesliga,Centre-Back,danilho-doekhi_830803_22-23_Bundesliga.png,25,2218,5,1,7.05,25,5,17,10,0,25,1,7,0,3,25,754,80.0,49,41.9,1,10.0,25,9,0,0,0,12,38,29,12,61,25,5,1.88,1,0.72,6,2.60
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,21/22,Eredivisie,Centre-Back,danilho-doekhi_830803_21-22_VriendenLoterijEredivisie.png,33,2995,3,0,7.00,33,3,33,10,2,33,0,12,0,14,33,1390,79.6,75,36.9,0,,33,6,3,1,0,10,61,44,20,140,33,3,,0,,3,
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,20/21,Eredivisie,Centre-Back,danilho-doekhi_830803_20-21_VriendenLoterijEredivisie.png,32,2880,1,1,6.95,32,1,17,2,1,32,1,7,0,5,32,1506,85.5,72,42.9,2,28.6,32,10,1,0,0,18,64,51,12,100,32,1,,1,,2,
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,19/20,Eredivisie,Centre-Back,danilho-doekhi_830803_19-20_VriendenLoterijEredivisie.png,26,2340,0,1,6.84,26,0,11,0,0,26,1,7,0,2,26,1227,88.5,60,40.5,2,100.0,26,8,2,0,1,4,25,33,20,51,26,0,,1,,1,
danilho-doekhi/830803,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Danilho Doekhi,18/19,Eredivisie,Centre-Back,danilho-doekhi_830803_18-19_VriendenLoterijEredivisie.png,24,1764,0,0,6.69,24,0,9,3,1,24,0,3,1,2,24,882,90.7,53,58.9,,,24,2,1,2,0,5,26,32,11,43,24,0,,0,,0,
danilo-pereira/99545,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,Danilo Pereira,21/22,Ligue 1,Defensive Midfield,danilo-pereira_99545_21-22_Ligue1.png,27,2037,5,0,7.08,27,5,19,9,2,27,0,6,1,7,27,1460,94.6,66,77.6,,,27,7,3,0,1,14,33,37,10,31,27,5,,0,,5,
danilo-pereira/99545,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,Danilo Pereira,20/21,Ligue 1,Defensive Midfield,danilo-pereira_99545_20-21_Ligue1.png,23,1431,2,1,6.97,23,2,17,5,1,23,1,5,2,7,23,1089,92.0,29,56.9,0,,23,3,3,0,0,8,21,29,6,29,23,2,,1,,3,
danilo-pereira/99545,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,Danilo Pereira,24/25,Saudi Pro League,Centre-Back,danilo-pereira_99545_24-25_SaudiProLeague.png,26,2259,2,0,7.11,26,2,12,3,0,26,0,2,0,10,26,1459,93.9,81,62.8,,,26,4,4,0,0,5,21,29,27,36,26,2,,0,,2,
danilo-pereira/99545,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,Danilo Pereira,23/24,Ligue 1,Centre-Back,danilo-pereira_99545_23-24_Ligue1.png,26,1999,0,0,7.15,26,0,10,1,5,26,0,0,0,3,26,2084,94.1,90,63.8,0,,26,8,2,0,0,8,22,23,26,48,26,0,1.39,0,0.92,0,2.31
danilo-pereira/99545,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,Danilo Pereira,22/23,Ligue 1,Centre-Back,danilo-pereira_99545_22-23_Ligue1.png,33,2410,2,0,7.00,33,2,22,5,5,33,0,4,1,10,33,1929,94.6,82,73.9,0,,33,8,3,0,0,7,32,36,19,34,33,2,2.34,0,0.86,2,3.21
danilo-soares/121551,https://www.transfermarkt.com/danilo-soares/profil/spieler/154396,Danilo Soares,22/23,Bundesliga,Left-Back,danilo-soares_121551_22-23_Bundesliga.png,23,1772,0,0,6.66,23,0,2,0,0,23,0,11,1,8,23,586,74.1,53,44.2,6,35.3,23,2,6,0,1,29,72,30,6,24,23,0,0.03,0,1.14,0,1.17
danilo-soares/121551,https://www.transfermarkt.com/danilo-soares/profil/spieler/154396,Danilo Soares,21/22,Bundesliga,Left-Back,danilo-soares_121551_21-22_Bundesliga.png,30,2566,0,1,7.11,30,0,13,1,0,30,1,19,4,36,30,959,75.8,77,45.0,10,15.2,30,7,4,0,0,28,109,62,9,47,30,0,,1,,1,
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,21/22,Serie A,Right-Back,danilo_124992_21-22_SerieA.png,22,1895,1,1,7.08,22,1,13,3,0,22,1,15,1,4,22,1136,86.3,76,50.3,6,46.2,22,6,6,0,0,10,37,32,12,37,22,1,,1,,2,
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,20/21,Serie A,Right-Back,danilo_124992_20-21_SerieA.png,34,2918,1,4,7.16,34,1,19,2,3,34,4,26,6,22,34,2032,88.9,106,58.6,14,35.9,34,7,6,0,0,31,62,66,12,30,34,1,,4,,5,
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,19/20,Serie A,Right-Back,danilo_124992_19-20_SerieA.png,22,1442,2,0,6.81,22,2,14,4,0,22,0,15,0,15,22,955,87.4,47,49.5,3,10.3,22,1,3,1,0,12,30,26,3,19,22,2,,0,,2,
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,16/17,LaLiga,Right-Back,danilo_124992_16-17_LaLiga.png,17,1488,1,2,7.18,17,1,11,2,0,17,2,19,2,13,17,665,86.4,35,53.0,6,19.4,17,4,2,0,0,13,51,40,8,29,17,1,,2,,3,
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,15/16,LaLiga,Right-Back,danilo_124992_15-16_LaLiga.png,24,2044,2,5,7.20,24,2,18,6,0,24,5,19,2,15,24,1069,86.0,49,51.6,12,20.0,24,6,5,0,0,17,70,55,3,30,24,2,,5,,7,
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,23/24,Serie A,Centre-Back,danilo_124992_23-24_SerieA.png,29,2451,1,1,7.27,29,1,17,2,1,29,1,21,1,8,29,1510,87.1,134,55.4,5,27.8,29,14,7,0,0,16,60,37,15,38,29,1,1.34,1,0.95,2,2.30
danilo/124992,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,22/23,Serie A,Centre-Back,danilo_124992_22-23_SerieA.png,37,3182,3,3,7.24,37,3,32,5,1,37,3,19,3,8,37,1764,85.1,160,54.2,3,16.7,37,20,5,0,0,21,92,47,20,53,37,3,2.90,3,1.26,6,4.15
danny-armstrong/895765,https://www.transfermarkt.com/danny-armstrong/profil/spieler/225236,Danny Armstrong,22/23,Premiership,Right Winger,danny-armstrong_895765_22-23_ScottishPremiership.png,37,2746,9,7,7.04,37,9,59,15,5,37,7,75,13,44,37,535,65.5,54,41.2,75,27.2,37,6,8,1,0,37,48,28,3,25,37,9,,7,,16,
danny-armstrong/895765,https://www.transfermarkt.com/danny-armstrong/profil/spieler/225236,Danny Armstrong,24/25,Premiership,Right Midfield,danny-armstrong_895765_24-25_ScottishPremiership.png,33,2046,3,7,6.92,33,3,49,10,0,33,7,45,13,28,33,375,61.1,63,44.4,54,23.5,33,1,8,1,0,36,31,17,3,30,33,3,,7,,10,
danny-armstrong/895765,https://www.transfermarkt.com/danny-armstrong/profil/spieler/225236,Danny Armstrong,23/24,Premiership,Right Midfield,danny-armstrong_895765_23-24_ScottishPremiership.png,38,3078,6,10,7.16,38,6,71,19,3,38,10,96,25,53,38,534,60.4,63,36.6,100,27.3,38,3,9,0,0,38,37,18,2,38,38,6,,10,,16,
danny-bakker/302690,https://www.transfermarkt.com/danny-bakker/profil/spieler/250440,Danny Bakker,17/18,Eredivisie,Central Midfield,danny-bakker_302690_17-18_VriendenLoterijEredivisie.png,36,3213,0,1,6.89,36,0,30,4,3,36,1,24,4,6,36,1196,77.3,132,50.8,3,21.4,36,7,2,0,0,60,89,69,27,97,36,0,,1,,1,
danny-bakker/302690,https://www.transfermarkt.com/danny-bakker/profil/spieler/250440,Danny Bakker,15/16,Eredivisie,Central Midfield,danny-bakker_302690_15-16_VriendenLoterijEredivisie.png,33,2773,3,2,6.85,33,3,32,8,1,33,2,20,2,10,33,748,75.3,79,50.6,4,15.4,33,4,8,0,0,45,73,60,11,55,33,3,,2,,5,
danny-bakker/302690,https://www.transfermarkt.com/danny-bakker/profil/spieler/250440,Danny Bakker,18/19,Eredivisie,Defensive Midfield,danny-bakker_302690_18-19_VriendenLoterijEredivisie.png,24,2053,2,1,6.78,24,2,26,7,2,24,1,17,0,6,24,639,76.0,54,43.9,2,20.0,24,6,4,0,0,32,61,33,10,42,24,2,,1,,3,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,24/25,Championship,Centre-Back,danny-batth_90121_24-25_Championship.png,37,3016,2,0,7.04,37,2,17,6,3,37,0,4,1,1,37,1236,80.0,115,42.4,,,37,11,5,0,0,9,31,37,29,154,37,2,2.10,0,0.91,2,3.02
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,22/23,Championship,Centre-Back,danny-batth_90121_22-23_Championship.png,40,3469,0,1,6.83,40,0,20,4,3,40,1,2,1,5,40,1483,80.9,100,41.0,,,40,13,6,0,0,9,28,34,31,143,40,0,,1,,1,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,20/21,Championship,Centre-Back,danny-batth_90121_20-21_Championship.png,29,2351,1,0,6.87,29,1,20,7,0,29,0,3,0,2,29,753,71.2,69,35.2,,,29,13,6,0,2,5,18,40,19,131,29,1,,0,,1,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,19/20,Championship,Centre-Back,danny-batth_90121_19-20_Championship.png,43,3773,4,1,6.94,43,4,23,9,1,43,1,10,1,5,43,1287,70.6,180,39.3,1,33.3,43,10,3,0,0,10,41,71,25,197,43,4,,1,,5,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,18/19,Championship,Centre-Back,danny-batth_90121_18-19_Championship.png,27,2252,0,0,6.95,27,0,20,4,3,27,0,4,0,3,27,696,70.7,100,40.7,0,,27,10,3,0,0,13,35,44,19,122,27,0,,0,,0,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,17/18,Championship,Centre-Back,danny-batth_90121_17-18_Championship.png,16,1275,1,0,6.66,16,1,7,1,1,16,0,0,0,2,16,479,77.8,25,31.6,,,16,6,3,1,1,4,24,20,10,66,16,1,,0,,1,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,16/17,Championship,Centre-Back,danny-batth_90121_16-17_Championship.png,39,3510,4,0,7.22,39,4,27,7,0,39,0,9,4,4,39,942,68.4,146,34.9,,,39,10,10,0,0,12,54,62,27,225,39,4,,0,,4,
danny-batth/90121,https://www.transfermarkt.com/danny-batth/profil/spieler/129049,Danny Batth,15/16,Championship,Centre-Back,,38,3420,2,0,7.04,38,2,24,8,2,38,0,7,1,4,38,771,62.1,137,32.6,0,,38,13,2,0,0,6,56,70,24,170,38,2,,0,,2,
danny-ings/130181,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,Danny Ings,21/22,Premier League,Centre-Forward,danny-ings_130181_21-22_PremierLeague.png,30,1909,7,6,6.80,30,7,49,18,6,30,6,15,2,10,30,250,69.3,8,38.1,0,,30,1,4,0,0,24,23,6,2,27,30,7,,6,,13,
danny-ings/130181,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,Danny Ings,20/21,Premier League,Centre-Forward,danny-ings_130181_20-21_PremierLeague.png,29,2185,12,4,6.97,29,12,57,27,6,29,4,22,3,30,29,332,66.3,12,40.0,3,15.8,29,5,1,0,1,16,22,3,2,23,29,12,,4,,16,
danny-ings/130181,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,Danny Ings,19/20,Premier League,Centre-Forward,danny-ings_130181_19-20_PremierLeague.png,38,2812,22,2,7.04,38,22,93,38,8,38,2,35,2,48,38,403,62.7,18,34.0,7,24.1,38,1,3,0,1,54,42,9,4,45,38,22,,2,,24,
danny-ings/130181,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,Danny Ings,18/19,Premier League,Centre-Forward,danny-ings_130181_18-19_PremierLeague.png,24,1666,7,3,7.03,24,7,55,23,8,24,3,28,6,20,24,279,71.2,13,43.3,1,7.1,24,1,1,0,0,17,30,5,2,19,24,7,,3,,10,
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,24/25,Ligue 1,Centre-Back,danso-kevin_794953_24-25_Ligue1.png,12,1080,0,0,7.22,12,0,10,2,0,12,0,6,1,1,12,658,86.0,32,41.6,,,12,5,3,0,0,4,19,20,19,41,12,0,0.55,0,0.39,0,0.94
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,23/24,Ligue 1,Centre-Back,danso-kevin_794953_23-24_Ligue1.png,30,2655,1,0,7.13,30,1,21,5,3,30,0,8,0,11,30,1503,88.1,80,52.3,0,,30,12,6,0,0,15,24,23,30,57,30,1,1.81,0,0.70,1,2.52
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,22/23,Ligue 1,Centre-Back,danso-kevin_794953_22-23_Ligue1.png,37,3234,1,2,7.01,37,1,24,4,5,37,2,10,1,19,37,2097,90.1,97,54.8,,,37,15,7,1,0,11,37,33,34,84,37,1,2.51,2,1.28,3,3.80
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,21/22,Ligue 1,Centre-Back,danso-kevin_794953_21-22_Ligue1.png,33,2798,2,2,6.97,33,2,13,4,3,33,2,10,0,8,33,1610,86.3,99,51.3,0,,33,8,8,2,0,11,41,40,25,74,33,2,,2,,4,
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,20/21,2. Bundesliga,Centre-Back,danso-kevin_794953_20-21_2Bundesliga.png,32,2821,2,1,7.05,32,2,28,6,1,32,1,8,1,19,32,1209,80.7,122,49.2,1,14.3,32,10,5,1,0,12,26,42,24,112,32,2,,1,,3,
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,18/19,Bundesliga,Centre-Back,danso-kevin_794953_18-19_Bundesliga.png,18,1247,1,1,6.88,18,1,10,5,0,18,1,2,1,2,18,444,74.4,59,41.8,0,,18,3,3,0,0,3,25,19,17,48,18,1,,1,,2,
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Danso Kevin,17/18,Bundesliga,Centre-Back,danso-kevin_794953_17-18_Bundesliga.png,16,1108,2,0,6.90,16,2,9,4,2,16,0,3,0,5,16,362,72.3,44,37.0,1,25.0,16,2,2,0,1,4,18,20,14,32,16,2,,0,,2,
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,24/25,Ligue 1,Centre-Back,dante_3577_24-25_Ligue1.png,25,1966,0,0,6.90,25,0,9,2,1,25,0,4,0,6,25,1263,88.8,61,42.7,0,,25,5,5,1,1,14,32,34,14,41,25,0,0.46,0,0.51,0,0.97
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,23/24,Ligue 1,Centre-Back,dante_3577_23-24_Ligue1.png,32,2844,1,1,7.14,32,1,15,5,1,32,1,13,2,4,32,2532,91.1,123,51.0,1,10.0,32,17,5,1,0,14,62,37,22,55,32,1,0.94,1,1.22,2,2.15
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,22/23,Ligue 1,Centre-Back,dante_3577_22-23_Ligue1.png,37,3300,1,2,7.16,37,1,23,5,2,37,2,12,4,8,37,2369,90.1,156,54.4,0,,37,11,6,0,0,23,70,47,31,73,37,1,1.50,2,1.51,3,3.01
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,21/22,Ligue 1,Centre-Back,dante_3577_21-22_Ligue1.png,34,2873,0,0,7.01,34,0,12,2,0,34,0,6,3,6,34,2171,90.5,129,53.8,1,33.3,34,12,6,3,0,10,42,49,27,51,34,0,,0,,0,
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,19/20,Ligue 1,Centre-Back,dante_3577_19-20_Ligue1.png,21,1890,1,0,7.08,21,1,18,6,2,21,0,7,0,8,21,1486,91.2,92,55.4,0,,21,3,7,0,0,8,34,26,16,51,21,1,,0,,1,
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,18/19,Ligue 1,Centre-Back,dante_3577_18-19_Ligue1.png,36,3227,1,1,7.09,36,1,21,3,0,36,1,6,0,4,36,2193,91.5,124,52.5,0,,36,15,11,0,0,17,54,38,30,77,36,1,,1,,2,
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,17/18,Ligue 1,Centre-Back,dante_3577_17-18_Ligue1.png,33,2920,1,0,7.03,33,1,21,4,0,33,0,6,1,8,33,2138,92.0,167,66.3,1,100.0,33,7,10,1,0,15,43,47,26,64,33,1,,0,,1,
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,16/17,Ligue 1,Centre-Back,dante_3577_16-17_Ligue1.png,33,2970,0,3,7.09,33,0,5,1,1,33,3,6,2,7,33,2032,94.1,124,65.6,,,33,10,5,0,1,19,35,40,28,60,33,0,,3,,3,
dante/3577,https://www.transfermarkt.com/dante/profil/spieler/16136,Dante,15/16,Bundesliga,Centre-Back,dante_3577_15-16_Bundesliga.png,24,2081,1,0,7.03,24,1,15,2,0,24,0,5,2,3,24,1489,87.6,119,50.6,,,24,6,6,2,1,15,38,59,17,68,24,1,,0,,1,
dany-mota/838907,https://www.transfermarkt.com/dany-mota/profil/spieler/347253,Dany Mota,24/25,Serie A,Centre-Forward,dany-mota_838907_24-25_SerieA.png,31,2111,5,2,6.89,31,5,42,11,2,31,2,22,3,13,31,398,76.0,17,73.9,8,21.1,31,0,3,0,0,4,13,9,1,62,31,5,5.10,2,1.74,7,6.84
dany-mota/838907,https://www.transfermarkt.com/dany-mota/profil/spieler/347253,Dany Mota,22/23,Serie A,Centre-Forward,dany-mota_838907_22-23_SerieA.png,29,1925,5,1,6.81,29,5,28,11,4,29,1,27,1,35,29,414,74.2,18,75.0,6,13.3,29,2,2,0,0,8,8,6,1,33,29,5,5.04,1,1.82,6,6.85
dany-mota/838907,https://www.transfermarkt.com/dany-mota/profil/spieler/347253,Dany Mota,21/22,Serie B,Centre-Forward,dany-mota_838907_21-22_SerieB.png,32,2401,12,3,7.11,32,12,68,28,8,32,3,30,7,46,32,473,73.2,26,63.4,6,11.8,32,2,5,0,0,11,15,4,2,49,32,12,,3,,15,
dany-mota/838907,https://www.transfermarkt.com/dany-mota/profil/spieler/347253,Dany Mota,20/21,Serie B,Centre-Forward,dany-mota_838907_20-21_SerieB.png,35,2683,6,3,7.12,35,6,69,27,7,35,3,38,7,99,35,640,78.0,47,72.3,9,23.1,35,9,2,0,0,14,24,10,1,48,35,6,,3,,9,
dany-mota/838907,https://www.transfermarkt.com/dany-mota/profil/spieler/347253,Dany Mota,24/25,Serie A,Second Striker,dany-mota_838907_24-25_SerieA.png,31,2111,5,2,6.89,31,5,42,11,2,31,2,22,3,13,31,398,76.0,17,73.9,8,21.1,31,0,3,0,0,4,13,9,1,62,31,5,5.10,2,1.74,7,6.84
dany-mota/838907,https://www.transfermarkt.com/dany-mota/profil/spieler/347253,Dany Mota,20/21,Serie B,Left Winger,dany-mota_838907_20-21_SerieB.png,35,2683,6,3,7.12,35,6,69,27,7,35,3,38,7,99,35,640,78.0,47,72.3,9,23.1,35,9,2,0,0,14,24,10,1,48,35,6,,3,,9,
danylo-ignatenko/793995,https://www.transfermarkt.com/danylo-ignatenko/profil/spieler/376082,Danylo Ignatenko,22/23,Ligue 2,Central Midfield,danylo-ignatenko_793995_22-23_Ligue2.png,34,2277,2,1,6.91,34,2,41,13,1,34,1,14,0,21,34,1147,82.4,120,67.8,3,20.0,34,6,12,0,0,39,55,34,10,41,34,2,,1,,3,
danylo-ignatenko/793995,https://www.transfermarkt.com/danylo-ignatenko/profil/spieler/376082,Danylo Ignatenko,23/24,Ligue 2,Defensive Midfield,danylo-ignatenko_793995_23-24_Ligue2.png,30,2343,1,1,7.12,30,1,29,10,0,30,1,15,4,19,30,1501,86.4,132,69.1,1,50.0,30,9,10,0,0,36,58,47,11,80,30,1,,1,,2,
daouda-guindo/1135887,https://www.transfermarkt.com/daouda-guindo/profil/spieler/671590,Daouda Guindo,22/23,Super League,Left-Back,daouda-guindo_1135887_22-23_SwissSuperLeague.png,15,1305,1,2,6.99,15,1,14,6,0,15,2,16,2,7,15,464,76.6,52,54.7,11,26.8,15,1,3,0,0,9,28,35,3,14,15,1,,2,,3,
dara-oshea/856719,https://www.transfermarkt.com/dara-oshea/profil/spieler/401320,Dara Oshea,24/25,Premier League,Centre-Back,dara-oshea_856719_24-25_PremierLeague.png,35,3123,0,2,6.93,35,0,22,2,2,35,2,3,1,1,35,1190,79.2,95,40.3,1,12.5,35,2,6,0,0,12,49,33,50,117,35,0,1.27,2,0.69,2,1.96
dara-oshea/856719,https://www.transfermarkt.com/dara-oshea/profil/spieler/401320,Dara Oshea,23/24,Premier League,Centre-Back,dara-oshea_856719_23-24_PremierLeague.png,33,2894,3,4,6.88,33,3,19,5,1,33,4,13,3,1,33,1381,79.7,110,43.0,3,27.3,33,1,5,1,0,15,39,35,30,127,33,3,0.75,4,0.95,7,1.70
dara-oshea/856719,https://www.transfermarkt.com/dara-oshea/profil/spieler/401320,Dara Oshea,20/21,Premier League,Centre-Back,dara-oshea_856719_20-21_PremierLeague.png,28,2107,0,0,6.63,28,0,3,0,0,28,0,6,0,5,28,515,63.6,89,37.9,1,9.1,28,3,3,0,0,24,45,45,17,72,28,0,,0,,0,
darboe-ebrima/1002902,https://www.transfermarkt.com/ebrima-darboe/profil/spieler/647484,Darboe Ebrima,24/25,Serie B,Defensive Midfield,darboe-ebrima_1002902_24-25_SerieB.png,26,1719,2,1,6.90,26,2,24,6,2,26,1,26,0,16,26,736,85.5,61,62.2,2,28.6,26,4,6,1,1,23,40,23,1,13,26,2,,1,,3,
dario-maresic/825959,https://www.transfermarkt.com/dario-maresic/profil/spieler/307807,Dario Maresic,18/19,Bundesliga,Centre-Back,dario-maresic_825959_18-19_AustrianBundesliga.png,29,2474,0,0,6.83,29,0,7,0,0,29,0,12,0,2,29,1160,77.7,169,51.5,2,25.0,29,7,5,1,1,24,64,67,13,39,29,0,,0,,0,
dario-maresic/825959,https://www.transfermarkt.com/dario-maresic/profil/spieler/307807,Dario Maresic,17/18,Bundesliga,Centre-Back,dario-maresic_825959_17-18_AustrianBundesliga.png,34,3010,1,1,7.08,34,1,12,1,0,34,1,5,1,1,34,1328,82.3,169,50.4,,,34,10,2,0,0,18,85,100,18,41,34,1,,1,,2,
dario-melnjak/257135,https://www.transfermarkt.com/dario-melnjak/profil/spieler/238500,Dario Melnjak,20/21,Süper Lig,Left-Back,dario-melnjak_257135_20-21_TrendyolSperLig.png,29,2135,0,3,6.67,29,0,11,0,0,29,3,18,2,15,29,718,72.4,72,43.1,15,22.1,29,4,5,0,2,17,33,45,13,26,29,0,,3,,3,
dario-melnjak/257135,https://www.transfermarkt.com/dario-melnjak/profil/spieler/238500,Dario Melnjak,19/20,Süper Lig,Left-Back,dario-melnjak_257135_19-20_TrendyolSperLig.png,34,3013,3,1,6.83,34,3,24,7,1,34,1,21,5,30,34,988,75.2,79,42.7,16,19.5,34,8,3,0,1,26,43,60,18,64,34,3,,1,,4,
dario-melnjak/257135,https://www.transfermarkt.com/dario-melnjak/profil/spieler/238500,Dario Melnjak,18/19,Süper Lig,Left-Back,dario-melnjak_257135_18-19_TrendyolSperLig.png,16,1388,4,2,7.10,16,4,21,7,1,16,2,13,2,9,16,392,72.9,29,39.2,11,28.9,16,7,0,0,0,14,26,20,7,28,16,4,,2,,6,
dario-saric/848385,https://www.transfermarkt.com/dario-saric/profil/spieler/293228,Dario Saric,23/24,Süper Lig,Central Midfield,dario-saric_848385_23-24_TrendyolSperLig.png,32,2563,3,0,6.85,32,3,47,11,0,32,0,21,4,33,32,742,81.1,48,65.8,1,4.3,32,5,2,0,0,30,44,13,4,21,32,3,2.62,0,0.77,3,3.39
dario-vizinger/809025,https://www.transfermarkt.com/dario-vizinger/profil/spieler/391340,Dario Vizinger,21/22,Bundesliga,Centre-Forward,dario-vizinger_809025_21-22_AustrianBundesliga.png,29,1462,4,3,6.77,29,4,31,11,2,29,3,20,6,15,29,282,73.2,13,68.4,1,6.7,29,1,3,0,0,9,13,3,1,24,29,4,,3,,7,
dario-vizinger/809025,https://www.transfermarkt.com/dario-vizinger/profil/spieler/391340,Dario Vizinger,20/21,Bundesliga,Centre-Forward,dario-vizinger_809025_20-21_AustrianBundesliga.png,33,1864,6,5,6.89,33,6,59,24,8,33,5,25,5,26,33,333,66.3,9,56.3,11,25.6,33,3,5,0,0,17,19,9,1,29,33,6,,5,,11,
darius-falcusan/1426835,https://www.transfermarkt.com/darius-falcusan/profil/spieler/937042,Darius Falcusan,24/25,Primavera 1,Centre-Back,darius-falcusan_1426835_24-25_CampionatoPrimavera1.png,33,2631,0,0,6.80,33,0,15,4,0,33,0,3,0,1,33,936,85.7,77,57.9,0,,33,5,2,0,0,20,16,69,33,88,33,0,1.09,0,0.10,0,1.19
dariusz-stalmach/1141977,https://www.transfermarkt.com/dariusz-stalmach/profil/spieler/826795,Dariusz Stalmach,23/24,Primavera 1,Central Midfield,dariusz-stalmach_1141977_23-24_CampionatoPrimavera1.png,21,1338,0,0,6.77,21,0,12,2,1,21,0,17,0,21,21,551,84.0,30,57.7,3,25.0,21,0,4,0,0,22,7,24,4,22,21,0,1.08,0,1.31,0,2.39
darko-brasanac/94539,https://www.transfermarkt.com/darko-brasanac/profil/spieler/95641,Darko Brasanac,21/22,LaLiga,Central Midfield,darko-brasanac_94539_21-22_LaLiga.png,35,2412,1,2,6.62,35,1,17,5,1,35,2,30,2,15,35,667,76.4,8,25.0,5,18.5,35,4,9,0,0,26,35,25,8,33,35,1,,2,,3,
